0,115.7,116.17,115.075,116.04,13509957
1,116.32,116.32,114.96,115.7,13883875
4,116.2,117.3529,116.02,116.02,11679919
5,115.11,116.6,114.98,115.53,14279124
6,115.67,116.66,115.16,115.65,13141423
7,116.87,116.985,115.48,115.77,13800613
8,114.28,116.92,114.09,116.49,16477307
11,108.8,114.59,103.98,113,30097591
12,112.11,112.48,106.61,106.85,33114833
13,112.87,114.45,111.146,111.55,21878324
14,107.88,113.11,107.84,113.11,27425837
15,110.04,111.05,106.2299,109.1,28188027
18,111.74,112.725,110.07,111.17,18043325
19,112.43,113.05,110.8,111.32,16358181
20,115.03,115.27,112.53,112.63,15186858
21,115.51,115.985,114.22,115.74,12130197
22,114.68,116.07,114.5,114.55,13214253
26,114.71,115.39,113.97,114.65,13461495
27,115.19,117.45,114.67,115,14212461
28,114.98,116.425,114.76,115.5,17070356
29,117.31,117.39,115.31,115.31,12162523
32,118.77,118.9,117.32,118.14,16511229
33,117.36,119.33,117.35,118.91,17563345
34,115.5,118.49,115.34,117.82,17735637
35,113.43,116.6427,112.65,115.48,18690017
36,113.32,113.56,111.12,112.39,18353697
39,115.06,115.925,111.89,112.05,13933039
40,115.16,115.82,114.32,115.64,10674360
41,114.73,115.1,113.11,113.75,13006514
42,114.74,115.23,113.21,115.11,11173721
43,118.04,118.08,115.67,116.55,15366583
0,117.66,118.75,117.25,118,12090375
1,116.25,118.47,115.83,118.2,13312340
2,114.95,116.59,114.6,116.56,12905124
3,115.24,116,114.83,115.87,8747977
4,115.44,116.6015,115.34,115.34,19699634
7,114.53,115.45,113.3,115.1,13214919
8,114.64,115.445,114.445,114.87,9921175
9,114.74,116.63,114.21,114.81,13632983
10,109.95,113.6,109.54,113.2,22550426
11,107.01,110.92,106.76,110.27,23081509
14,110.31,111.16,108.645,109.19,20217469
15,108.17,111.69,107.3,111.07,18039921
16,108,109.1699,106.65,108.28,19189269
17,109.97,110.78,107.78,108.5,13274639
21,107.85,110.73,106.08,109.96,18822525
22,109.33,109.5025,107.26,108.36,14050737
23,110.99,111.21,107.02,107.1,15302608
24,111.88,112.83,111.39,111.63,16627035



