0,80.84,81.39,80.58,80.84,3923559
1,80.65,81,80.5452,80.86,5480618
4,80.29,80.92,80.27,80.4,4698111
5,80.15,80.42,79.68,80.29,5531712
6,79.74,80.98,79.651,80.58,6200361
7,79.24,79.89,79.13,79.5,8015088
8,77.88,79.15,77.55,78.94,11822777
11,78.14,78.83,78.02,78.39,8847616
12,78.03,78.84,77.905,78.61,6200236
13,78.43,78.64,77.55,77.73,7594683
14,79.18,79.54,78.2,78.38,7468851
15,79.84,80.93,79.24,79.38,6867845
18,79.37,79.86,79.29,79.77,6449809
19,79.1,79.48,78.77,79.46,4895876
20,77.88,78.7849,77.79,78.7,7108407
21,78.05,78.48,77.59,77.83,8795903
22,78.6,78.76,78.1702,78.2,5000017
25,79.18,79.545,78.46,78.98,6669210
26,78.13,79.01,78.06,79.01,5855414
27,77.65,78.12,77.17,77.92,5480055
28,78.03,78.34,77.3,77.73,5538289
29,78.53,79.25,78.4,78.6,5347396
32,78.1,78.6099,78.03,78.32,3744882
33,78.96,79.48,77.87,78.02,8448963
34,78.16,79.43,77.98,79.18,8421167
35,78.72,78.77,78.02,78.37,6170246
36,79.24,79.25,78.57,78.71,6617173
39,79.92,79.94,79.16,79.37,8300267
40,76.43,78.36,76.23,78.18,22458581
41,75.9,76.5,75.83,76.48,10541876
42,76.11,76.42,75.56,75.8,6756162
43,75.86,76.38,75.86,76.2,6815006
47,74.9,75.83,74.815,75.77,10573616
48,75.19,75.51,75,75.07,6987068
49,74.84,75.16,74.65,75.07,5025471
50,74.27,74.88,74.15,74.82,6375067
53,74.73,75.08,74.41,74.69,5646037
54,74.53,75,74.42,74.54,5797834
55,74.89,75.2,74.475,74.7,6093825
56,74.15,74.98,73.95,74.46,8982797
57,73.06,74.27,72.98,74.17,10635085
60,72.61,73.49,72.6,73.43,9592958
61,72.47,72.85,72.36,72.7,8335572
62,72.93,73.33,72.3364,72.71,11215817
63,72.94,73.67,72.84,73.23,7419959
64,72.43,72.9,72.4,72.74,7246589
67,71.93,72.4,71.7,72.2,7566777
68,72.35,72.58,71.72,72.22,6215625
69,72.73,72.9,72.34,72.63,5703861
70,72.98,73.48,72.74,72.74,8376621
71,72.74,73.22,72.7,72.8,14550688
74,72.79,73.1899,72.695,72.98,6489463
75,72.57,72.94,72.34,72.89,7876315
76,72.38,72.65,72.14,72.56,7338351
77,71.86,72.63,71.83,72.45,5293151
78,72.12,72.46,71.87,71.96,6897822
81,71.42,72,71.41,71.8,8187836
82,70.93,71.81,70.78,71.81,11102559
83,71.88,71.95,70.36,71.6,10773904
84,71.86,72.56,71.66,72.02,6586071
88,72.53,72.69,71.38,71.38,10536477
89,73.79,73.86,72,72.66,12421297
90,73.06,73.59,72.9,73.3,7790963
91,72.78,73.73,72.71,73.67,8695824
92,73.12,73.5501,73.08,73.08,5579323
95,73.88,74.105,73.51,73.51,6084498
96,73.79,74.09,73.4838,73.98,5518153
97,73.65,73.9,73.19,73.59,4566724
98,73.83,74.14,73.76,73.97,5231727
99,73.39,74.07,73.31,73.74,5680568
102,73.1,73.44,73.0599,73.35,5085621
