0,144.4,144.66,142.2105,142.31,7938846
1,145.33,145.6,144.13,144.5,8065646
4,143.68,144.94,143.53,144.85,8013444
5,142.43,143.82,142.43,143.4,8376092
6,138.19,142.57,138.1,142.57,13137396
7,140.02,140.67,137,137.53,9393645
8,137.68,140.36,137.38,139.02,9262508
11,130.39,137,122.15,136.58,19954145
12,131.83,132.99,128,130.01,19193520
13,131.42,133.43,131.35,131.89,10550411
14,126.36,131.25,126.11,130.91,11680221
15,129.53,130.92,125.44,127.52,15030881
18,130.27,131.32,127.6755,130,9963943
19,129.96,130.6,128.7,129.21,6339029
20,129.67,130.015,128.39,129.44,6259662
21,131.23,131.28,129.4,130.1,5606447
22,133.15,134.45,130.84,130.96,7970065
26,130.87,133.45,130.66,132.87,6563538
27,129.91,132.4348,129.86,130.8,6578047
28,129.91,131.02,129.48,130.1,5732245
29,132.02,132.08,130.02,130.09,5126832
32,132.07,133.4055,131,131.71,6684416
33,131.67,133.09,131.6,132.21,7158550
34,129.88,132.33,129.87,131.95,7985941
35,127.28,130.12,126.52,129.11,9424007
36,128.82,129.11,126.91,126.91,6910426
39,129.79,130.3,128.18,128.63,5799799
40,128.22,130.2,127.92,130,5546530
41,129.04,129.33,127.27,127.48,6391661
42,132.06,132.3,129.33,129.33,6423362
43,133.8,133.82,131.56,132.51,7557814
0,132.63,134.23,132.32,133.8,4937966
1,134.35,135.39,133.45,133.8,9152306
2,132.32,135.7,131.9,135.24,6770620
3,133.06,134.24,132.47,132.55,6147165
4,133.68,134.4,132.1,133.16,13982715
7,130.24,133.47,129.36,133.35,6016952
8,131.21,131.78,129.38,130.78,6214255
9,131.19,132.78,130.66,131.4,5158743
10,127.38,130.68,127.1,130.47,7560078
11,125.1,127.87,124.9,127.63,8452497
14,127.39,127.54,125.21,126.41,8358246
15,127.21,129.1,126.39,127.11,7789861
16,127.45,129.02,127.21,127.63,6868531
17,128.15,128.76,126.82,127.97,6119424
21,124.56,127.88,123.54,127.82,8916907
22,128.35,128.485,124.68,125.18,8034954
23,130.41,131.12,126.39,126.9,7717054
24,130.71,131.2,129.5,130.41,5621686



