0,1170.37,1175.94,1162.76,1172.53,1480540
1,1175.84,1175.84,1158.11,1175.08,2018755
4,1175.58,1186.89,1171.98,1176.48,1378913
5,1163.69,1176.52,1163.52,1167.83,1556346
6,1169.94,1173,1159.13,1170.57,1538688
7,1167.7,1174,1157.52,1162.61,2412114
8,1111.9,1123.07,1107.2779,1122,4857943
11,1055.8,1110,1052.03,1090.6,3798301
12,1080.6,1081.71,1023.1367,1027.18,3447956
13,1048.58,1081.78,1048.26,1081.54,2369232
14,1001.52,1058.62,1000.66,1055.41,2859136
15,1037.78,1043.97,992.56,1017.25,3505862
18,1051.94,1061.5,1040.928,1048,2057718
19,1052.1,1058.37,1044.0872,1045,1265054
20,1069.7,1071.72,1046.75,1048.95,1555787
21,1089.52,1091.4794,1064.34,1079.07,1843442
22,1094.8,1104.67,1088.3134,1088.41,1681612
26,1102.46,1113.95,1088.52,1090.57,1423145
27,1111.34,1133.97,1106.33,1106.47,1512910
28,1106.63,1122.82,1102.59,1116.19,1317166
29,1126.79,1127.28,1104.7135,1112.64,1260968
32,1143.75,1143.96,1126.695,1127.8,1559079
33,1118.29,1144.04,1118,1141.24,1774080
34,1104.73,1127.53,1103.24,1123.03,1882600
35,1069.52,1110.12,1067.001,1107.87,2515910
36,1078.92,1081.9986,1048.115,1053.08,2271551
39,1090.93,1097.1,1069.0001,1075.14,1202174
40,1095.06,1101.85,1089.775,1099.22,1532783
41,1109.64,1112.22,1085.4823,1089.19,1292537
42,1126,1127.6,1112.8,1115.32,1355125
43,1160.04,1160.8,1132.4606,1136,2128038
0,1164.5,1177.05,1157.42,1163.85,2084610
1,1138.17,1176.76,1133.33,1170,1907171
2,1149.49,1158.59,1141.44,1145.21,1291415
3,1149.58,1161.08,1134.54,1149.96,1472226
4,1135.73,1155.88,1131.96,1154.14,2594240
7,1099.82,1121.99,1089.01,1120.01,2805937
8,1097.71,1105.2,1083.46,1099,1831896
9,1090.88,1106.2999,1085.15,1092.74,1878873
10,1049.08,1082.9,1045.91,1081.88,2666964
11,1021.57,1063.36,1021.22,1047.03,2156672
14,1053.21,1055.63,1008.4,1046,2665131
15,1005.1,1064.8393,996.92,1063,3095315
16,1004.56,1024.23,980.64,998,3369275
17,1031.79,1043,1002.9,1011.63,2726830
21,1006.47,1034.8,990.37,1022.82,2680400
22,1013.41,1020.99,994.07,1013.91,2275076
23,1025.14,1028.7175,993,993.41,2484651
24,1027.81,1042.79,1020.1311,1041.33,1363049



