0,106.77,107,105.88,106.51,3924416
1,106.95,107.1,106.41,106.73,3251487
4,106.51,107.9,106.47,107.07,4201467
5,106.66,107.3,106.11,106.41,5389283
6,106.98,107.43,106.86,106.92,4307798
7,108.1,108.3,106.9,107.15,6379102
8,106.69,107.8,106.04,107.8,9663490
11,108.22,108.5,107.32,107.83,8094174
12,107.68,108.99,107.58,108.93,4579838
13,107.94,108.25,106.97,108.02,4060485
14,109,109.9,107.61,107.96,5983755
15,109.53,110.48,109.19,109.53,6355616
18,110.16,111.66,110.07,111.5,8479080
19,109.92,111.1499,108.89,110.75,7324498
20,109.81,110.38,109.26,109.66,6024741
21,108.72,110.19,107.68,109.68,7770301
22,110.52,110.67,109.27,109.95,6205116
25,111.03,111.53,110.5,111.48,7566209
26,110.81,113.3,110.56,113.27,14619307
27,109.72,111.96,109.22,111.56,8975283
28,109.26,109.78,108.715,109.6,8291198
29,110.11,110.7,109.57,110.26,6260611
32,108.6,110.14,108.49,110.14,6728542
33,109.24,109.66,107.67,108.28,6345037
34,109.19,109.87,108.78,109.7,4141357
35,109.93,110,109.01,109.69,4662043
36,110.3,110.69,109.68,110.1,5852173
39,110.33,110.74,110.01,110.47,4868918
40,110.56,110.9899,110.4705,110.69,4549640
41,110.2,110.81,110.02,110.78,4393474
42,110.39,110.64,109.9,110.04,4880577
43,110.26,110.9,110.1203,110.3,4267697
47,109.44,110.85,108.76,110.17,5970756
48,110.37,110.61,109.3,109.51,3984196
49,110.53,110.54,109.6,110.11,3391980
50,110.37,110.52,109.41,110.33,5264878
53,110.96,111.77,110.55,111.48,6778890
54,110.75,111.25,110.02,110.92,4425947
55,111.17,111.82,110.5,111.28,4510344
56,110.3,111.25,109.99,110.95,5748198
57,110.3,110.77,109.8,110.3,4323537
60,109.29,110.24,109.21,110.03,6068142
61,108.52,109.41,107.65,109.35,7711756
62,110,110.25,108.73,108.9,5128742
63,110.62,110.96,110.01,110.01,5036279
64,109.95,110.53,109.54,110.33,4009859
67,110.18,110.41,108.93,109.27,5742208
68,111.06,111.29,109.9,110.35,3848346
69,111.49,111.94,110.88,111.2,4732297
70,113.22,113.55,111.58,111.83,6929896
71,112.62,113.48,112.4,112.83,9587721
74,113.53,114.47,113.274,113.4,5906156
75,114.41,114.52,113.72,113.93,6003070
76,113.77,114.56,113.71,114.3,5636168
77,114.45,115.275,114.39,114.62,6213483
78,114.99,115.18,114.41,114.97,9509570
81,113.05,115.19,113,114.16,7618224
82,114.14,114.86,113.55,113.93,6946744
83,115.13,115.25,114.34,114.95,5435397
84,114.97,115.67,114.45,115.38,5549504
88,115.7,115.86,114.27,114.47,5880490
89,117.1,117.19,114.86,116.42,8359934
90,115.19,116.68,115.11,116.5,8445169
91,115.6,117.21,115.51,116.83,7016849
92,116.44,117.43,115.67,117.05,7020711
95,118.05,118.3099,117.25,117.75,7595237
96,117.85,118.1399,117.7,118.03,5061659
97,118.3,118.9,117.85,118.04,4845200
98,119.07,119.15,118.535,119,6303045
99,118.86,118.9,118.03,118.69,5109909
102,119.58,119.9,118.89,119.29,6950952
103,119.31,119.8,118.83,119.76,4785194
104,119.33,119.7,118.93,119.28,4714082
105,118.8,119.6699,118.57,119.3,3347184
106,118.91,119.8,118.58,119.35,4320854
109,118.25,118.8,117.78,118.63,5179267
110,118.46,118.9,117.87,118.68,6447319
111,119.84,119.86,118.41,118.85,6083479
112,120.03,120.35,119.01,119.71,4430097
113,120,120.72,119.5994,120.12,5767280
116,121.12,121.73,120.17,120.88,8426894
117,121.69,122.08,120.61,121.5,12624387
118,110.53,113.95,109.5,110.83,61011209
119,108.55,110.4,104.24,110.4,57175170
120,109.35,109.5598,107.66,108.75,15791550
123,111,111,109.74,110,11617048
124,108,110.49,107.95,110.34,13573984
125,106.99,107.44,105.51,107,17020546
126,107.52,108.51,106.75,107.21,9754466
127,107.16,107.67,106.52,107.61,7104463
130,109.05,109.28,106.84,107.3,7954040
131,106.94,108.25,106.8,108.04,12021536
132,106.45,107.75,105.7701,106.58,9484448
133,100.02,105,99.76,104.34,34585476
134,98.84,100.63,96.61,97.5,30819748
137,95.36,99.995,90,93.38,29937482
138,95.89,100.09,95.72,99.73,18995798
139,99.23,99.49,96.26,98.69,13716696
140,102.17,102.62,99.78,101.35,17398890
141,102.48,103.34,101.81,102.19,10993542
144,101.88,102.46,100.91,102.3,8506695
145,99.51,101.3396,99.1578,99.31,14170166
146,101.89,101.94,99.55,100.92,12116840
147,101.99,103.03,101.46,102.2,8934628
148,100.97,101.82,100.36,100.96,9186110
152,104.01,104.15,102.515,102.95,8513280
153,101.91,104.95,101.68,104.75,9496560
154,102.6,103.22,101.331,101.85,9009786
155,104.48,104.5,102.2,102.35,9512130
158,103.82,104.9,102.99,104.65,6955743
159,103.43,103.8,101.83,103.25,9161782
160,103.96,104.07,102.75,103.32,6504616
161,104.2,105.95,103.75,104.2,7656434
162,102.84,104.21,102.39,103.2,13475340
165,103.41,103.83,102.46,103.68,7134986
166,102.49,102.75,101.48,102.18,8308140
167,101.57,102.63,101.38,102.44,5807207
168,100.62,101.33,99.24,101,10654979
169,100.3,101.8,99.58,101.51,7169858
172,98.49,100.39,98.295,99.9,8209139
173,99.42,100.06,97.77,98.51,9434095
174,102.2,102.43,100.5,100.78,9144752
175,102.67,103.47,101.08,102.97,7497143
176,103,103.01,99.88,101.21,9079312
