0,114.57,116.2446,114.14,115.46,4674020
1,115.24,115.65,114.42,114.47,3658058
4,114.44,115.43,114.35,114.96,2981956
5,114.05,114.98,113.11,114.2,4072474
6,113.45,115.21,113.38,114.58,4210990
7,113.37,113.99,113.02,113.34,4013015
8,112.1,113.11,111.7701,112.91,6245213
11,112.86,113.69,112.68,113,4397308
12,113.17,113.98,112.5,113.5,3899843
13,112.99,113.31,112.19,113.2,4065535
14,113.96,114.51,112.56,112.74,3945310
15,113.7,114.04,112.9,113.88,2879124
18,111.39,114.11,111.28,114.05,5618018
19,110.58,111.77,110.05,110.9,5743300
20,108.71,110.31,108.07,110.17,7238947
21,106.98,109.21,106.62,108.56,9041570
22,109.55,109.79,106.85,106.98,6696926
25,110.06,110.4497,109.32,109.94,3366760
26,108.06,109.88,107.98,109.2,4164751
27,108.31,108.91,107.2401,108.2,3996648
28,110.04,110.7199,108.25,108.4,5400160
29,112.47,113.4825,112.11,112.4,6435306
32,111.9,112.91,111.81,112.24,3725195
33,112.52,112.82,110.83,111.12,4053840
34,111.19,112.95,111.1,112.92,4340651
35,111.94,112.22,110.83,112.05,3815733
36,113.35,113.4,111.82,111.92,4575811
39,114.33,114.6,113.16,113.87,6878237
40,112.34,116.48,112.34,116.12,11133206
41,112.1,112.89,111.22,112.19,7004521
42,112.01,112.3299,111.62,111.98,4238635
43,112.16,112.53,111.46,111.87,3693959
47,110.93,112.18,110.69,112,4612599
48,112.16,112.53,110.81,111.04,4147790
49,112.19,112.7,111.86,111.91,2806141
50,111.42,112.59,111.37,111.84,5310612
53,111.67,112.34,111.25,111.97,5114842
54,111.59,112.18,110.64,110.75,6088225
55,113.16,113.48,111.45,111.72,6337980
56,111.46,113.16,111.1745,112.52,4328576
57,110.37,111.36,110.27,111.34,4505390
60,109.93,110.81,109.83,110.14,3449728
61,109.53,110.25,109.03,109.79,3658994
62,110.98,111.19,109.39,109.9,3967931
63,111.29,112.33,111,111,3642764
64,110.6,111.59,110.415,110.89,4301864
67,110.01,110.455,109.55,110.23,3965178
68,110.23,110.45,109.75,109.9,3466563
69,110.47,111.29,109.96,110.73,5722179
70,111.85,112.3,110.76,111.06,7222590
71,112.43,113.3,111.44,111.64,9255075
74,113.07,113.62,112.78,112.93,3190171
75,113.18,113.59,112.93,113.24,3075864
76,112.35,113.68,112.35,112.94,3716056
77,112.24,113.71,112.24,113.24,4467082
78,112.6,113.34,112.23,112.77,4208527
81,110.54,112.32,110.46,111.56,5187380
82,111.13,111.76,110.59,111.15,5938810
83,112.07,112.81,111.47,112.45,4216233
84,111.49,112.75,111.1,112.58,3845043
88,111.32,111.93,110.17,110.27,3864664
89,112.4,112.6399,110.7,111.72,5515857
